等级,位置,类型,出处声明,引文,命中文献,命中章节,原文,匹配度,问题,建议,上下文
A,body[771],body,道德经,故飘风不终朝，骤雨不终日,道德经（王弼注）,第二十三章,故飘风不终朝，骤雨不终日,100.0,,,“君子藏器于身，待时而动”，也启发了我们要学好道，到时候失业了也不会感到茫然，随时可以准备迎接新的机会。 ⏎ 另外，没有一成不变的事情，工作也是一样。《道德经》里说“〖故飘风不终朝，骤雨不终日〗”，也在提醒我们，没有永无休止的事情。《易经》说，“易穷则变，变则通，通则久。”我们人是万物之灵，每天做那些重复很累的工作，怎么有幸福可言？所以人工智能机器人也在逼迫我们普通人去改变现状。那又有很多人【作者解读】作者引用后说明没有一成不变的事情。
A,body[771],body,易经,易穷则变，变则通，通则久。,周易（南怀瑾译注）,第二章,易穷则变，变则通，通则久,100.0,,,，随时可以准备迎接新的机会。 ⏎ 另外，没有一成不变的事情，工作也是一样。《道德经》里说“故飘风不终朝，骤雨不终日”，也在提醒我们，没有永无休止的事情。《易经》说，“〖易穷则变，变则通，通则久。〗”我们人是万物之灵，每天做那些重复很累的工作，怎么有幸福可言？所以人工智能机器人也在逼迫我们普通人去改变现状。那又有很多人会说，我没有技术又没文凭，高端工作又做不来怎么办？其实一个人能不能成才是你选择【作者解读】作者引用后说明变化带来通达，人应改变现状。
A,note[773],note,周易·系辞下,君子藏器于身，待时而动,周易（南怀瑾译注）,第五章,君子藏器于身，待时而动,100.0,,,注释： ⏎ 1)	“〖君子藏器于身，待时而动〗”，《周易·系辞下》记载孔子之言：‘君子藏器于身，待时而动，何不利之有？’‌“器”指才能、技艺、德行与内在修养。“藏器”，是强调在未遇时机时持续积累、修炼内功，做到德才兼备。例如诸葛亮隐居隆中、王羲之【作者解读】作者解释“器”指才能、技艺、德行与内在修养，“藏器”强调在未遇时机时持续积累、修炼内功，做到德才兼备。
A,note[773],note,周易·系辞下,君子藏器于身，待时而动，何不利之有？,周易（南怀瑾译注）,第五章,君子藏器于身，待时而动，何不利之有,100.0,,,注释： ⏎ 1)	“君子藏器于身，待时而动”，《周易·系辞下》记载孔子之言：‘〖君子藏器于身，待时而动，何不利之有？〗’‌“器”指才能、技艺、德行与内在修养。“藏器”，是强调在未遇时机时持续积累、修炼内功，做到德才兼备。例如诸葛亮隐居隆中、王羲之临池练字，皆是“藏器”的典范。“时”指时机、时势、环境条件。待时而动，指【作者解读】作者引用孔子之言，并随后解释“器”与“藏器”的含义。
A,note[775],note,道德经,故飘风不终朝，骤雨不终日,道德经（王弼注）,第二十三章,故飘风不终朝，骤雨不终日,100.0,,,-- ⏎ 2)	“〖故飘风不终朝，骤雨不终日〗”出自《道德经》第二十三章，是老子以自然现象隐喻事物发展规律的经典论述。“飘风”指狂风，“骤雨”为暴雨，整句意思是：狂风不会持续整个早晨，暴雨不会下满一整天‌。老子通过观察自然现象，揭示极端状态的暂时【作者解读】作者解释“飘风”指狂风，“骤雨”为暴雨，整句意思是狂风不会持续整个早晨，暴雨不会下满一整天，揭示极端状态的暂时性，强调“物极必反”的客观规律。
A,note[777],note,周易·系辞下,易穷则变，变则通，通则久,周易（南怀瑾译注）,第二章,易穷则变，变则通，通则久,100.0,,,‌ ⏎ 3)	“〖易穷则变，变则通，通则久〗”出自《周易·系辞下》。“易”指变易、变化。“穷”指事物发展到了极限或陷入困顿。“通”意为通达、顺畅。久”指持续发展。《周易》以六十四卦象征万物变化，“易”之本义即“变易”。《‌易学哲学史‌》指出：‌【作者解读】作者解释“易”指变易、变化，“穷”指事物发展到了极限或陷入困顿，“通”意为通达、顺畅，“久”指持续发展。
A,body[781],body,,天之道，损有余而补不足......,道德经（王弼注）,第七十七章,天之道，损有余而补不足,100.0,,,活所需。未来科技发达了，很有可能只需要很少一部分人工作就可以养活所有人。物质很充足，就不用所有人都工作了。或者工作的人每天工作两个小时就可以了。不缺吃的，有很多穿的，物质财富多得像空气一样，这个就是“〖天之道，损有余而补不足......〗”。科技就是天，它创造了巨大财富，然后再补贴给我们每个人。 ⏎ 想象一下，以后有可能出生了一个娃娃，国家就可以给你发个账号，吃穿住行都可以用这个账号免费消费。以后有可【作者解读】作者用“天之道，损有余而补不足”比喻科技创造巨大财富并补贴给每个人。
A,body[782],body,,天地不仁，以万物为刍狗,道德经（王弼注）,第五章,天地不仁，以万物为刍狗,100.0,,,其居，乐其俗”。那个时候国家就好像一个超级智能系统，每个人出生就给你分配好你生活所需要的所有资源。就好像太阳一样，不会因为你是富豪就多给你点阳光，也不会因为你是穷人，就少给你一些阳光。这就是老子讲的“〖天地不仁，以万物为刍狗〗”。天地最大的仁慈就是不干预，不偏爱也不欺负谁，按照自己的规律运行，用阳光滋养万物而不求回报。那样的世界，不是很好嘛！ ⏎ --【作者解读】作者解释“天地不仁，以万物为刍狗”意为天地最大的仁慈就是不干预，不偏爱也不欺负谁，按照自己的规律运行，用阳光滋养万物而不求回报。
A,body[782],body,道德经,甘其食，美其服，安其居，乐其俗,道德经（王弼注）,第八十章,甘其食，美其服，安其居，乐其俗,100.0,,,时候的人，每个人都可以按照自己的兴趣爱好去做事情。这就好像《易经》里面说的“乾道变化，各正性命”。如同天道运行，让万物都能按照自己本性走向正确的道路，让每个人都回归自己的天命。也如同《道德经》所说的“〖甘其食，美其服，安其居，乐其俗〗”。那个时候国家就好像一个超级智能系统，每个人出生就给你分配好你生活所需要的所有资源。就好像太阳一样，不会因为你是富豪就多给你点阳光，也不会因为你是穷人，就少给你一些阳光。这就是老子讲的“天地不仁，以【作者解读】作者解释“甘其食，美其服，安其居，乐其俗”意为安享食物的美味、知足于衣着的美观、安适于所居之地、以本土的风俗习惯为乐，有点知足常乐的意味。
A,body[786],body,周易·乾卦·彖传,乾道变化，各正性命，保合太和，乃利贞,周易（南怀瑾译注）,第十一章,道6变化，各正性命，保合太和7，乃利贞,82.4,,,--	2、“乾道变化，各正性命”，出自《周易·乾卦·彖传》。原句为：乾道变化，各正性命‌，保合太和，乃利贞。意思是，天道在阴阳推移、时位流转的运行中不断变化，使万物依其本性、各安其命。〖乾道变化，各正性命，保合太和，乃利贞〗【作者解读】作者解释原句意为天道在阴阳推移、时位流转的运行中不断变化，使万物依其本性、各安其命。
A,body[793],body,黄帝内经,阴阳者，数之可十，推之可百，数之可千，推之可万。万之大不可胜数，然其要一也。,黄帝内经,,阴阳者，数之可十，推之可百，数之可千，推之可万，万之大不可胜数，然其要一也,100.0,,,把我们的身体比喻成了一个小型地球，我们人体小环境和大自然的环境是相通的。这是一种高维度的认知，只要人类生活在地球上，受天气的影响，这套人体和自然关系理论（中医）就永远都不会被淘汰。《黄帝内经》都说了“〖阴阳者，数之可十，推之可百，数之可千，推之可万。万之大不可胜数，然其要一也。〗”爸爸，我通过这句话领悟出一个秘密，就是人体就好像宇宙一样，复杂得很，要是你纠结每一个细节，肯定就要迷失方向。我们只要抓住了“然其要一也”这个最根本的营养平衡系统，才是抓住本质的超级算法。【作者解读】作者从《黄帝内经》中领悟出人体如同宇宙般复杂，但抓住“然其要一也”这一根本营养平衡系统，才是抓住本质的超级算法。
A,note[802],note,道德经,天下万物生于有，有生于无。,道德经（王弼注）,第四十章,天下万物生于有，有生于无,100.0,,,注释： ⏎ 1、“天下万物生于有，有生于无”出自《道德经》第四十章，原文为：‌“反者道之动，弱者道之用。〖天下万物生于有，有生于无。〗意思是，天下万物从“有”中生出，而“有”是从“无”中生出的。强调“无”为“道”之本体，“有”为“道”之功用。‌本体论中指出“无”并非“不存在”，而是未分化的潜在状态，类似量子真空态的一种场。文中是联想【作者解读】作者将《道德经》中“有生于无”的概念联想为未来科技中突破物质质量、实现光速航行的技术，如将人和飞船变为“无”以传递信息，再在目的地重组。
A,body[805],body,,泛爱众而亲仁,论语（杨伯峻译注）,十二、本书引用诸家，除仲父及师友称字并称“先生”外，余皆称名。,泛爱众，而亲仁,100.0,,,器人，一下就爱上它了。能够调理情绪的机器人很会说好听的话，让我们心情更加舒畅，而不像人类伴侣一样容易受到情绪波动。假如一个人能爱上没有生命的机器人，肯定他会更加爱我们人类和所有生命。这个就是孔子说的“〖泛爱众而亲仁〗”，人类爱上机器人也是仁爱、包容的延伸。只要一个人有爱，不管他爱的是机器人还是有生命的动物，本质上都是一样的。 ⏎ --【作者解读】作者认为人类爱上机器人是仁爱、包容的延伸。
